Date,High,Low,Open,Close,Volume,Adj Close
2000-03-01,5120.0,5120.0,5120.0,5120.0,0.0,3989.732177734375
2000-03-02,5880.0,5520.0,5880.0,5880.0,117750000.0,4581.95849609375
2000-03-03,6250.0,5880.0,6200.0,6000.0,140990000.0,4675.4658203125
2000-03-06,6050.0,5600.0,6000.0,5640.0,39150000.0,4394.93896484375
2000-03-07,5640.0,5480.0,5600.0,5620.0,30070000.0,4379.35400390625
2000-03-08,6000.0,5500.0,5520.0,5920.0,32460000.0,4613.126953125
2000-03-09,5980.0,5620.0,5970.0,5620.0,55890000.0,4379.35400390625
2000-03-10,5800.0,5520.0,5790.0,5540.0,28605000.0,4317.015625
2000-03-13,5490.0,5160.0,5480.0,5180.0,32215000.0,4036.486083984375
2000-03-14,5380.0,5160.0,5170.0,5210.0,30060000.0,4059.865234375
2000-03-15,5400.0,5120.0,5200.0,5400.0,46105000.0,4207.919921875
2000-03-16,5520.0,5360.0,5480.0,5400.0,28795000.0,4207.919921875
2000-03-17,5560.0,5400.0,5540.0,5480.0,24080000.0,4270.259765625
2000-03-20,5710.0,5530.0,5600.0,5660.0,26365000.0,4410.52294921875
2000-03-21,5940.0,5610.0,5700.0,5880.0,44925000.0,4581.95849609375
2000-03-22,6300.0,5880.0,5960.0,6200.0,86975000.0,4831.31591796875
2000-03-23,6580.0,6200.0,6480.0,6200.0,64950000.0,4831.31591796875
2000-03-24,7120.0,6180.0,6320.0,6800.0,90260000.0,5298.86279296875
2000-03-27,7040.0,6700.0,6960.0,6800.0,67730000.0,5298.86279296875
2000-03-28,7260.0,6820.0,6900.0,7030.0,74425000.0,5478.0888671875
2000-03-29,7680.0,6980.0,7030.0,7660.0,78090000.0,5969.01318359375
2000-03-30,7560.0,7050.0,7520.0,7050.0,74645000.0,5493.67529296875
2000-03-31,7070.0,6650.0,6800.0,6700.0,63855000.0,5220.93994140625
2000-04-03,7320.0,6860.0,6920.0,7100.0,56805000.0,5532.63623046875
2000-04-04,7290.0,6660.0,7000.0,6800.0,58340000.0,5298.86279296875
2000-04-05,6800.0,6800.0,6800.0,6800.0,0.0,5298.86279296875
2000-04-06,6960.0,6680.0,6860.0,6680.0,47235000.0,5205.3544921875
2000-04-07,7260.0,6780.0,6860.0,7200.0,42355000.0,5610.5615234375
2000-04-10,7500.0,7200.0,7500.0,7300.0,35885000.0,5688.48486328125
2000-04-11,7200.0,6950.0,7200.0,7100.0,29075000.0,5532.63623046875
2000-04-12,7030.0,6860.0,6960.0,6910.0,35250000.0,5384.5791015625
2000-04-13,6910.0,6910.0,6910.0,6910.0,0.0,5384.5791015625
2000-04-14,6680.0,6260.0,6600.0,6260.0,62365000.0,4878.07177734375
2000-04-17,5750.0,5340.0,5420.0,5520.0,78050000.0,4301.42822265625
2000-04-18,6240.0,5860.0,6200.0,6040.0,73730000.0,4706.63916015625
2000-04-19,6460.0,5860.0,6300.0,6000.0,60615000.0,4675.4658203125
2000-04-20,6160.0,5920.0,5960.0,6020.0,37335000.0,4691.05224609375
2000-04-21,6180.0,5970.0,6060.0,6050.0,26425000.0,4714.4287109375
2000-04-24,6030.0,5760.0,5970.0,5800.0,27830000.0,4519.6181640625
2000-04-25,5760.0,5520.0,5620.0,5640.0,34900000.0,4394.93896484375
2000-04-26,5860.0,5600.0,5820.0,5600.0,39290000.0,4363.76904296875
2000-04-27,5700.0,5400.0,5520.0,5400.0,54110000.0,4207.919921875
2000-04-28,6100.0,5460.0,5500.0,6000.0,75530000.0,4675.4658203125
2000-05-01,6000.0,6000.0,6000.0,6000.0,0.0,4675.4658203125
2000-05-02,6530.0,6120.0,6200.0,6280.0,72335000.0,4893.65625
2000-05-03,6260.0,6090.0,6240.0,6180.0,26585000.0,4815.73095703125
2000-05-04,6360.0,6140.0,6220.0,6180.0,26100000.0,4815.73095703125
2000-05-05,6180.0,6180.0,6180.0,6180.0,0.0,4815.73095703125
2000-05-08,6700.0,6300.0,6400.0,6560.0,52695000.0,5111.8447265625
2000-05-09,6560.0,6560.0,6560.0,6560.0,0.0,5111.8447265625
2000-05-10,6390.0,6270.0,6320.0,6350.0,27620000.0,4948.20263671875
2000-05-11,6350.0,6350.0,6350.0,6350.0,0.0,4948.20263671875
2000-05-12,6440.0,6160.0,6420.0,6160.0,47170000.0,4800.146484375
2000-05-15,6530.0,6220.0,6290.0,6440.0,47120000.0,5018.3349609375
2000-05-16,6800.0,6510.0,6510.0,6800.0,39620000.0,5298.86279296875
2000-05-17,7340.0,6920.0,7000.0,6920.0,76235000.0,5392.373046875
2000-05-18,7000.0,6680.0,6740.0,6800.0,36580000.0,5298.86279296875
2000-05-19,6900.0,6600.0,6740.0,6900.0,41450000.0,5376.7861328125
2000-05-22,6830.0,6620.0,6720.0,6670.0,36385000.0,5197.56005859375
2000-05-23,6700.0,6350.0,6500.0,6380.0,41290000.0,4971.580078125
2000-05-24,6370.0,5920.0,6160.0,6200.0,72150000.0,4831.31591796875
2000-05-25,6380.0,5930.0,6330.0,6000.0,85965000.0,4675.4658203125
2000-05-26,5990.0,5600.0,5900.0,5600.0,67100000.0,4363.76904296875
2000-05-29,5680.0,5240.0,5260.0,5460.0,67130000.0,4254.6748046875
2000-05-30,5460.0,5460.0,5460.0,5460.0,0.0,4254.6748046875
2000-05-31,6290.0,5960.0,6000.0,6160.0,83935000.0,4800.146484375
2000-06-01,6410.0,6120.0,6200.0,6300.0,50230000.0,4909.24072265625
2000-06-02,6900.0,6510.0,6690.0,6620.0,84385000.0,5158.59814453125
2000-06-05,6980.0,6680.0,6920.0,6740.0,48010000.0,5252.107421875
2000-06-06,6740.0,6740.0,6740.0,6740.0,0.0,5252.107421875
2000-06-07,6980.0,6510.0,6600.0,6800.0,53365000.0,5298.86279296875
2000-06-08,6960.0,6530.0,6660.0,6530.0,58550000.0,5088.466796875
2000-06-09,7040.0,6530.0,6600.0,7020.0,63860000.0,5470.29736328125
2000-06-12,7280.0,7030.0,7200.0,7190.0,49515000.0,5602.76904296875
2000-06-13,7100.0,6870.0,7060.0,7060.0,42495000.0,5501.46728515625
2000-06-14,7640.0,7090.0,7230.0,7640.0,63020000.0,5953.427734375
2000-06-15,7560.0,7000.0,7560.0,7000.0,61225000.0,5454.7109375
2000-06-16,6960.0,6710.0,6900.0,6740.0,66455000.0,5252.107421875
2000-06-19,6950.0,6550.0,6600.0,6700.0,53560000.0,5220.93994140625
2000-06-20,7180.0,6830.0,6940.0,7140.0,59790000.0,5563.80517578125
2000-06-21,7380.0,7070.0,7300.0,7080.0,37585000.0,5517.05078125
2000-06-22,7270.0,6960.0,7240.0,7040.0,33635000.0,5485.88134765625
2000-06-23,7010.0,6860.0,6980.0,7000.0,29215000.0,5454.7109375
2000-06-26,7360.0,6990.0,7100.0,7210.0,39980000.0,5618.35302734375
2000-06-27,7440.0,7190.0,7320.0,7310.0,45535000.0,5696.27587890625
2000-06-28,7540.0,7220.0,7220.0,7520.0,47295000.0,5859.91845703125
2000-06-29,7740.0,7380.0,7600.0,7490.0,61120000.0,5836.54150390625
2000-06-30,7540.0,7290.0,7440.0,7380.0,35250000.0,5750.8251953125
2000-07-03,7550.0,7420.0,7440.0,7500.0,25975000.0,5844.33349609375
2000-07-04,7620.0,7350.0,7600.0,7350.0,32810000.0,5727.44677734375
2000-07-05,7520.0,7350.0,7390.0,7430.0,24895000.0,5789.7861328125
2000-07-06,7350.0,7180.0,7240.0,7300.0,60340000.0,5688.48486328125
2000-07-07,7460.0,7230.0,7340.0,7360.0,40580000.0,5735.240234375
2000-07-10,7630.0,7410.0,7440.0,7600.0,42505000.0,5922.25830078125
2000-07-11,7740.0,7450.0,7580.0,7450.0,34945000.0,5805.37255859375
2000-07-12,7660.0,7460.0,7520.0,7640.0,40140000.0,5953.427734375
2000-07-13,7880.0,7570.0,7700.0,7760.0,48805000.0,6046.93701171875
2000-07-14,7840.0,7540.0,7780.0,7550.0,30425000.0,5883.296875
2000-07-17,7550.0,7550.0,7550.0,7550.0,0.0,5883.296875
2000-07-18,7620.0,7440.0,7550.0,7460.0,19605000.0,5813.16357421875
2000-07-19,7620.0,7440.0,7550.0,7460.0,19605000.0,5813.16357421875
2000-07-20,7110.0,6840.0,7060.0,6900.0,40315000.0,5376.7861328125
2000-07-21,7050.0,6760.0,6960.0,6920.0,48395000.0,5392.373046875
2000-07-24,6740.0,6360.0,6640.0,6380.0,49015000.0,4971.580078125
2000-07-25,6400.0,6120.0,6310.0,6280.0,56735000.0,4893.65625
2000-07-26,6580.0,6360.0,6400.0,6550.0,54745000.0,5104.05126953125
2000-07-27,6360.0,6100.0,6220.0,6230.0,43540000.0,4854.69287109375
2000-07-28,5910.0,5710.0,5800.0,5730.0,83035000.0,4465.07177734375
2000-07-31,5910.0,5550.0,5730.0,5900.0,46615000.0,4597.54248046875
2000-08-01,6270.0,5870.0,5960.0,6220.0,53120000.0,4846.9013671875
2000-08-02,6170.0,5930.0,6100.0,6070.0,37190000.0,4730.0126953125
2000-08-03,6180.0,5970.0,6180.0,6030.0,27815000.0,4698.84521484375
2000-08-04,6010.0,5850.0,5930.0,5920.0,23605000.0,4613.126953125
2000-08-07,5770.0,5580.0,5740.0,5580.0,28765000.0,4348.18408203125
2000-08-08,5750.0,5570.0,5660.0,5580.0,33475000.0,4348.18408203125
2000-08-09,6040.0,5680.0,5680.0,6000.0,39570000.0,4675.4658203125
2000-08-10,6160.0,5860.0,6000.0,6160.0,40830000.0,4800.146484375
2000-08-11,6070.0,5880.0,6000.0,5960.0,33840000.0,4644.29736328125
2000-08-14,6160.0,6000.0,6060.0,6020.0,23730000.0,4691.05224609375
2000-08-15,6020.0,6020.0,6020.0,6020.0,0.0,4691.05224609375
2000-08-16,6530.0,6330.0,6500.0,6420.0,51915000.0,5002.7509765625
2000-08-17,6560.0,6340.0,6480.0,6440.0,36345000.0,5018.3349609375
2000-08-18,6520.0,6200.0,6500.0,6200.0,21370000.0,4831.31591796875
2000-08-21,6340.0,6190.0,6200.0,6270.0,20950000.0,4885.8623046875
2000-08-22,6470.0,6240.0,6260.0,6460.0,27710000.0,5033.91845703125
2000-08-23,6450.0,6160.0,6450.0,6190.0,27905000.0,4823.52392578125
2000-08-24,6300.0,6100.0,6260.0,6220.0,31700000.0,4846.9013671875
2000-08-25,6400.0,6110.0,6180.0,6400.0,21960000.0,4987.1650390625
2000-08-28,6380.0,6260.0,6340.0,6330.0,17630000.0,4932.6181640625
2000-08-29,6380.0,6160.0,6320.0,6220.0,16765000.0,4846.9013671875
2000-08-30,6190.0,6020.0,6140.0,6030.0,23735000.0,4698.84521484375
2000-08-31,5900.0,5380.0,5900.0,5470.0,114120000.0,4262.466796875
2000-09-01,5600.0,5420.0,5540.0,5540.0,49955000.0,4317.015625
2000-09-04,5550.0,5310.0,5440.0,5340.0,28625000.0,4161.166015625
2000-09-05,5340.0,5030.0,5260.0,5150.0,79765000.0,4013.1083984375
2000-09-06,5280.0,5090.0,5200.0,5150.0,53120000.0,4013.1083984375
2000-09-07,4980.0,4760.0,4940.0,4790.0,83905000.0,3732.58203125
2000-09-08,4930.0,4790.0,4900.0,4880.0,57170000.0,3802.713134765625
2000-09-11,4880.0,4880.0,4880.0,4880.0,0.0,3802.713134765625
2000-09-12,4880.0,4880.0,4880.0,4880.0,0.0,3802.713134765625
2000-09-13,4880.0,4880.0,4880.0,4880.0,0.0,3802.713134765625
2000-09-14,4710.0,4440.0,4600.0,4710.0,106130000.0,3670.24169921875
2000-09-15,4620.0,4300.0,4500.0,4350.0,82695000.0,3389.713623046875
2000-09-18,4120.0,3700.0,4010.0,3970.0,146305000.0,3093.6005859375
2000-09-19,4370.0,3900.0,3990.0,4160.0,100525000.0,3241.65771484375
2000-09-20,4660.0,4460.0,4600.0,4600.0,103410000.0,3584.5244140625
2000-09-21,4660.0,4320.0,4590.0,4400.0,65445000.0,3428.675537109375
2000-09-22,4050.0,3780.0,3840.0,3800.0,103265000.0,2961.129150390625
2000-09-25,4110.0,3840.0,3880.0,4090.0,65985000.0,3187.110107421875
2000-09-26,4040.0,3900.0,3900.0,4000.0,58430000.0,3116.97802734375
2000-09-27,4100.0,3960.0,4000.0,4030.0,69795000.0,3140.35546875
2000-09-28,4190.0,4030.0,4100.0,4060.0,52470000.0,3163.73193359375
2000-09-29,4120.0,3940.0,4120.0,4040.0,57535000.0,3148.147705078125
2000-10-02,3880.0,3760.0,3840.0,3810.0,41120000.0,2968.921630859375
2000-10-03,3810.0,3810.0,3810.0,3810.0,0.0,2968.921630859375
2000-10-04,3950.0,3590.0,3700.0,3890.0,82635000.0,3031.26171875
2000-10-05,4080.0,3940.0,4020.0,3940.0,62745000.0,3070.2236328125
2000-10-06,3900.0,3760.0,3800.0,3900.0,54935000.0,3039.053955078125
2000-10-09,3840.0,3680.0,3820.0,3690.0,63195000.0,2875.41259765625
2000-10-10,3810.0,3590.0,3700.0,3660.0,62145000.0,2852.03564453125
2000-10-11,3460.0,3210.0,3450.0,3220.0,103605000.0,2509.16748046875
2000-10-12,3280.0,3140.0,3140.0,3140.0,79535000.0,2446.828125
2000-10-13,3090.0,2830.0,3000.0,3030.0,115295000.0,2361.11083984375
2000-10-16,3030.0,3030.0,3030.0,3030.0,0.0,2361.11083984375
2000-10-17,3080.0,2730.0,2980.0,2740.0,65300000.0,2135.1298828125
2000-10-18,2760.0,2420.0,2540.0,2730.0,164215000.0,2127.33740234375
2000-10-19,3050.0,2690.0,2730.0,2900.0,137720000.0,2259.80908203125
2000-10-20,3330.0,3190.0,3240.0,3330.0,118825000.0,2594.88427734375
2000-10-23,3520.0,3160.0,3490.0,3200.0,139960000.0,2493.58251953125
2000-10-24,3420.0,3100.0,3180.0,3340.0,97115000.0,2602.67724609375
2000-10-25,3260.0,3130.0,3200.0,3210.0,68730000.0,2501.37548828125
2000-10-26,3030.0,2740.0,2930.0,2890.0,133290000.0,2252.0166015625
2000-10-27,2890.0,2890.0,2890.0,2890.0,0.0,2252.0166015625
2000-10-30,2880.0,2720.0,2800.0,2750.0,36830000.0,2142.922607421875
2000-10-31,2850.0,2630.0,2750.0,2850.0,63190000.0,2220.846923828125
2000-11-01,3270.0,2960.0,3000.0,3260.0,94165000.0,2540.33740234375
2000-11-02,3430.0,3170.0,3200.0,3320.0,123180000.0,2587.091796875
2000-11-03,3470.0,3370.0,3420.0,3440.0,80420000.0,2680.60009765625
2000-11-06,3670.0,3380.0,3460.0,3510.0,71865000.0,2735.148681640625
2000-11-07,3550.0,3380.0,3460.0,3440.0,53740000.0,2680.60009765625
2000-11-08,3460.0,3280.0,3400.0,3410.0,58215000.0,2657.22412109375
2000-11-09,3430.0,3260.0,3300.0,3400.0,52305000.0,2649.431396484375
2000-11-10,3440.0,3320.0,3360.0,3380.0,35140000.0,2633.8466796875
2000-11-13,3260.0,3100.0,3220.0,3150.0,51070000.0,2454.620361328125
2000-11-14,3320.0,3210.0,3210.0,3290.0,31755000.0,2563.71484375
2000-11-15,3460.0,3320.0,3450.0,3390.0,55720000.0,2641.638427734375
2000-11-16,3420.0,3250.0,3400.0,3280.0,37420000.0,2555.92236328125
2000-11-17,3230.0,3150.0,3180.0,3220.0,36225000.0,2509.16748046875
2000-11-20,3210.0,3100.0,3160.0,3100.0,26795000.0,2415.657958984375
2000-11-21,3170.0,2970.0,3080.0,3160.0,51620000.0,2462.412353515625
2000-11-22,3220.0,3080.0,3100.0,3140.0,37710000.0,2446.828125
2000-11-23,3260.0,3140.0,3140.0,3210.0,44645000.0,2501.37548828125
2000-11-24,3400.0,3270.0,3310.0,3400.0,45530000.0,2649.431396484375
2000-11-27,3800.0,3570.0,3600.0,3780.0,100220000.0,2945.544677734375
2000-11-28,3650.0,3500.0,3650.0,3520.0,59770000.0,2742.940673828125
2000-11-29,3350.0,3200.0,3300.0,3220.0,54300000.0,2509.16748046875
2000-11-30,3290.0,3150.0,3220.0,3240.0,63315000.0,2524.752197265625
2000-12-01,3220.0,3040.0,3080.0,3180.0,96425000.0,2477.998291015625
2000-12-04,3250.0,3080.0,3220.0,3100.0,51875000.0,2415.657958984375
2000-12-05,3250.0,3120.0,3160.0,3240.0,58400000.0,2524.752197265625
2000-12-06,3430.0,3210.0,3410.0,3210.0,95890000.0,2501.37548828125
2000-12-07,3260.0,3160.0,3210.0,3260.0,43020000.0,2540.33740234375
2000-12-08,3390.0,3260.0,3260.0,3370.0,47575000.0,2626.0537109375
2000-12-11,3630.0,3480.0,3480.0,3580.0,70575000.0,2789.695556640625
2000-12-12,3650.0,3500.0,3580.0,3500.0,73745000.0,2727.35546875
2000-12-13,3780.0,3500.0,3500.0,3780.0,84140000.0,2945.544677734375
2000-12-14,3680.0,3560.0,3620.0,3620.0,66965000.0,2820.865478515625
2000-12-15,3640.0,3480.0,3620.0,3490.0,52960000.0,2719.562744140625
2000-12-18,3590.0,3490.0,3500.0,3560.0,34350000.0,2774.1103515625
2000-12-19,3570.0,3510.0,3560.0,3530.0,25445000.0,2750.733642578125
2000-12-20,3450.0,3320.0,3420.0,3340.0,53675000.0,2602.67724609375
2000-12-21,3300.0,3070.0,3120.0,3240.0,76625000.0,2524.752197265625
2000-12-22,3300.0,3130.0,3240.0,3140.0,63760000.0,2446.828125
2000-12-25,3140.0,3140.0,3140.0,3140.0,0.0,2446.828125
2000-12-26,3240.0,3160.0,3230.0,3160.0,60430000.0,2462.412353515625
2000-12-27,3160.0,3160.0,3160.0,3160.0,0.0,2462.412353515625
2000-12-28,3160.0,3160.0,3160.0,3160.0,0.0,2462.412353515625
2000-12-29,3160.0,3160.0,3160.0,3160.0,0.0,2462.412353515625
2001-01-01,3160.0,3160.0,3160.0,3160.0,0.0,2462.412353515625
2001-01-02,3380.0,3140.0,3160.0,3350.0,39455000.0,2610.469970703125
2001-01-03,3420.0,3220.0,3230.0,3370.0,37855000.0,2626.0537109375
2001-01-04,3870.0,3660.0,3790.0,3780.0,119910000.0,2945.544677734375
2001-01-05,3920.0,3700.0,3760.0,3900.0,78135000.0,3039.053955078125
2001-01-08,3910.0,3780.0,3820.0,3880.0,42295000.0,3023.468505859375
2001-01-09,3860.0,3710.0,3830.0,3840.0,46280000.0,2992.298583984375
2001-01-10,3810.0,3700.0,3780.0,3710.0,41235000.0,2890.99658203125
2001-01-11,3790.0,3640.0,3790.0,3640.0,31410000.0,2836.44970703125
2001-01-12,3890.0,3770.0,3800.0,3840.0,52900000.0,2992.298583984375
2001-01-15,4020.0,3840.0,3860.0,3920.0,51460000.0,3054.638427734375
2001-01-16,4200.0,3850.0,3960.0,4140.0,52065000.0,3226.072021484375
2001-01-17,4240.0,4060.0,4060.0,4220.0,52570000.0,3288.412109375
2001-01-18,4530.0,4240.0,4240.0,4400.0,57685000.0,3428.675537109375
2001-01-19,4700.0,4520.0,4700.0,4600.0,54245000.0,3584.5244140625
2001-01-22,4600.0,4470.0,4600.0,4550.0,42250000.0,3545.56298828125
2001-01-23,4550.0,4550.0,4550.0,4550.0,0.0,3545.56298828125
2001-01-24,4550.0,4550.0,4550.0,4550.0,0.0,3545.56298828125
2001-01-25,4550.0,4550.0,4550.0,4550.0,0.0,3545.56298828125
2001-01-26,4480.0,3970.0,4450.0,3980.0,91025000.0,3101.3935546875
2001-01-29,4100.0,3960.0,4000.0,4020.0,47245000.0,3132.56396484375
2001-01-30,4170.0,4070.0,4100.0,4110.0,39350000.0,3202.69580078125
2001-01-31,4400.0,4090.0,4090.0,4400.0,53045000.0,3428.675537109375
2001-02-01,4420.0,4190.0,4270.0,4270.0,39730000.0,3327.373779296875
2001-02-02,4390.0,4220.0,4290.0,4290.0,27330000.0,3342.95849609375
2001-02-05,4200.0,3990.0,4170.0,4030.0,47135000.0,3140.35546875
2001-02-06,4020.0,3910.0,3980.0,4010.0,31545000.0,3124.77001953125
2001-02-07,3990.0,3900.0,3960.0,3900.0,23130000.0,3039.053955078125
2001-02-08,4060.0,3890.0,3920.0,4060.0,34685000.0,3163.73193359375
2001-02-09,4100.0,3980.0,4040.0,4070.0,25230000.0,3171.52490234375
2001-02-12,4050.0,3840.0,3840.0,3970.0,36110000.0,3093.6005859375
2001-02-13,4100.0,3970.0,4040.0,3980.0,22295000.0,3101.3935546875
2001-02-14,4040.0,3900.0,3920.0,3980.0,19710000.0,3101.3935546875
2001-02-15,4210.0,4100.0,4200.0,4130.0,34930000.0,3218.280029296875
2001-02-16,4310.0,4130.0,4150.0,4250.0,46375000.0,3311.789794921875
2001-02-19,4210.0,4100.0,4180.0,4190.0,22880000.0,3265.034423828125
2001-02-20,4280.0,4180.0,4190.0,4240.0,18175000.0,3303.99658203125
2001-02-21,4200.0,4140.0,4160.0,4160.0,19500000.0,3241.65771484375
2001-02-22,4100.0,3940.0,4080.0,4010.0,43605000.0,3124.77001953125
2001-02-23,3970.0,3830.0,3920.0,3840.0,76855000.0,2992.298583984375
2001-02-26,3860.0,3780.0,3850.0,3840.0,35665000.0,2992.298583984375
2001-02-27,3940.0,3790.0,3840.0,3790.0,38695000.0,2953.33642578125
2001-02-28,3780.0,3700.0,3700.0,3740.0,28715000.0,2914.374267578125
2001-03-01,3740.0,3740.0,3740.0,3740.0,0.0,2914.374267578125
2001-03-02,3700.0,3580.0,3700.0,3610.0,44500000.0,2813.072998046875
2001-03-05,3720.0,3530.0,3530.0,3720.0,24620000.0,2898.790283203125
2001-03-06,3850.0,3760.0,3820.0,3800.0,25500000.0,2961.129150390625
2001-03-07,4010.0,3900.0,3960.0,4000.0,52640000.0,3116.97802734375
2001-03-08,4010.0,3910.0,3950.0,4010.0,31360000.0,3124.77001953125
2001-03-09,3940.0,3820.0,3940.0,3840.0,30800000.0,2992.298583984375
2001-03-12,3760.0,3650.0,3700.0,3670.0,38610000.0,2859.826904296875
2001-03-13,3650.0,3540.0,3570.0,3640.0,33815000.0,2836.44970703125
2001-03-14,3640.0,3640.0,3640.0,3640.0,0.0,2836.44970703125
2001-03-15,3930.0,3760.0,3790.0,3920.0,29370000.0,3054.638427734375
2001-03-16,3920.0,3830.0,3880.0,3890.0,23315000.0,3031.26171875
2001-03-19,3880.0,3770.0,3810.0,3800.0,24865000.0,2961.129150390625
2001-03-20,3920.0,3820.0,3900.0,3820.0,21455000.0,2976.7138671875
2001-03-21,3900.0,3700.0,3720.0,3870.0,40550000.0,3015.676025390625
2001-03-22,3990.0,3920.0,3980.0,3980.0,37465000.0,3101.3935546875
2001-03-23,4370.0,4080.0,4090.0,4300.0,91755000.0,3350.75146484375
2001-03-26,4430.0,4340.0,4400.0,4340.0,42870000.0,3381.9208984375
2001-03-27,4310.0,4120.0,4300.0,4150.0,31345000.0,3233.864990234375
2001-03-28,4260.0,4150.0,4260.0,4150.0,26075000.0,3233.864990234375
2001-03-29,4180.0,4040.0,4090.0,4090.0,29920000.0,3187.110107421875
2001-03-30,4170.0,4040.0,4110.0,4160.0,30100000.0,3241.65771484375
2001-04-02,4100.0,3960.0,4040.0,3990.0,39140000.0,3109.184814453125
2001-04-03,3870.0,3790.0,3810.0,3800.0,46070000.0,2961.129150390625
2001-04-04,3740.0,3630.0,3700.0,3660.0,62280000.0,2852.03564453125
2001-04-05,3660.0,3660.0,3660.0,3660.0,0.0,2852.03564453125
2001-04-06,3960.0,3780.0,3960.0,3840.0,85290000.0,2992.298583984375
2001-04-09,3810.0,3710.0,3790.0,3710.0,25840000.0,2890.99658203125
2001-04-10,3740.0,3610.0,3710.0,3640.0,39175000.0,2836.44970703125
2001-04-11,3800.0,3720.0,3780.0,3720.0,44515000.0,2898.790283203125
2001-04-12,4090.0,3900.0,3940.0,4010.0,73660000.0,3124.77001953125
2001-04-13,4150.0,4030.0,4100.0,4060.0,38840000.0,3163.73193359375
2001-04-16,4080.0,3940.0,4060.0,3940.0,10200000.0,3070.2236328125
2001-04-17,4020.0,3850.0,3920.0,3970.0,16815000.0,3093.6005859375
2001-04-18,4280.0,4070.0,4110.0,4280.0,47790000.0,3335.16650390625
2001-04-19,4920.0,4580.0,4620.0,4700.0,131305000.0,3662.45068359375
2001-04-20,4780.0,4490.0,4720.0,4490.0,44905000.0,3498.807861328125
2001-04-23,4610.0,4470.0,4490.0,4540.0,31785000.0,3537.76904296875
2001-04-24,4420.0,4330.0,4410.0,4400.0,31185000.0,3428.675537109375
2001-04-25,4520.0,4320.0,4340.0,4520.0,26345000.0,3522.186279296875
2001-04-26,4520.0,4320.0,4340.0,4520.0,26345000.0,3522.186279296875
